codigo,tipo_propiedad,tipo_operacion,precio_venta,area,habitaciones,banos,administracion,parqueaderos,sector,estrato,antiguedad,latitud,longitud,estado,precio_arriendo,jacuzzi,chimenea,permite_mascotas,gimnasio,ascensor,conjunto_cerrado,piscina,salon_comunal,terraza,vigilancia,coords_modified,localidad,barrio,estacion_tm_cercana,distancia_estacion_tm_m,is_cerca_estacion_tm,parque_cercano,distancia_parque_m,is_cerca_parque,precio_metro_cuadrado_venta,precio_metro_cuadrado_arriendo,ratio_parqueaderos_habitaciones,ratio_habitaciones_banos,ratio_precio_venta_administracion,ratio_precio_arriendo_administracion,ratio_habitaciones_area,distance_to_nearest_juan_valdez,count_near_juan_valdez
12374-M4269139,APARTAMENTO,VENTA,19.89,41.0,1.0,2.0,3921395.93,1.0,CHAPINERO ALTO,3,ENTRE 0 Y 5 ANOS,4.65,-74.06,USADO,,1,0,0,1,1,1,0,0,0,1,True,CHAPINERO,S.C. CHAPINERO NORTE,Calle 63,658.2,0,PARQUE ZONAL GUSTAVO URIBE BOTERO,772.75,0,0.49,,1.0,0.5,0.0,,0.02,437.64,1.0
874-M4583489,APARTAMENTO,VENTA,21.81,284.0,3.0,4.0,1389000.0,3.0,CHICO,6,MAS DE 20 ANOS,4.67,-74.05,USADO,,0,0,0,0,0,0,0,0,0,0,False,CHAPINERO,LA CABRERA,Héroes - Gel´Hada,1285.88,0,PARQUE ZONAL SAN ANDRÉS,379.43,1,0.08,,1.0,0.75,0.0,,0.01,416.64,3.0
156-M4682593,APARTAMENTO,VENTA,19.43,74.0,3.0,2.0,235000.0,1.0,ALTOS DE SUBA Y CERROS DE SAN JORGE,4,MAS DE 20 ANOS,4.75,-74.08,USADO,,0,0,0,0,0,1,0,0,0,1,False,SUBA,CAMPANELLA,La Campiña,1204.34,0,PARQUE ZONAL CAMPO VERDE,627.19,0,0.26,,0.33,1.5,0.0,,0.04,1350.19,0.0
717-M2479627,APARTAMENTO,VENTA,20.29,97.0,3.0,3.0,265000.0,2.0,COLINA Y ALREDEDORES,6,ENTRE 0 Y 5 ANOS,4.74,-74.06,USADO,,0,1,0,1,1,1,0,0,0,1,False,SUBA,URB. VERSALLES,Mazurén,1419.39,0,PARQUE VECINAL DESARROLLO CANTALEJO URBANIZACIÓN CANTALEJO MANZANA B,519.48,0,0.21,,0.67,1.0,0.0,,0.03,971.21,0.0
16185-M4491919,APARTAMENTO,VENTA,20.05,59.0,2.0,2.0,208000.0,1.0,SALITRE MODELIA,4,ENTRE 0 Y 5 ANOS,4.66,-74.13,USADO,,0,0,0,1,1,1,1,0,0,1,False,FONTIBON,LA ESPERANZA_,Normandía,1520.2,0,PARQUE ZONAL CANAL BOYACA,753.88,0,0.34,,0.5,1.0,0.0,,0.03,591.37,0.0
3204-M4059550,APARTAMENTO,VENTA,21.72,301.0,3.0,5.0,2000000.0,3.0,CHICO,6,MAS DE 20 ANOS,4.66,-74.05,USADO,,0,1,0,0,1,0,0,0,0,1,False,CHAPINERO,LOS ROSALES,Calle 76 - San Felipe,1386.02,0,PARQUE ZONAL SAN ANDRÉS,639.03,0,0.07,,1.0,0.6,0.0,,0.01,782.02,0.0
2996-M3603916,APARTAMENTO,VENTA,19.55,72.0,2.0,2.0,3921395.93,1.0,COUNTRY,4,ENTRE 10 Y 20 ANOS,4.71,-74.04,USADO,,0,0,0,0,0,0,0,0,0,0,False,USAQUEN,LA_CAROLINA,Calle 127,1723.41,0,PARQUE METROPOLITANO EL COUNTRY,132.26,1,0.27,,0.5,1.0,0.0,,0.03,460.27,1.0
16350-M4573880,APARTAMENTO,VENTA,19.16,59.0,3.0,2.0,110000.0,0.0,KENNEDY,2,ENTRE 5 Y 10 ANOS,4.65,-74.16,USADO,,0,0,0,0,0,1,0,0,0,1,False,KENNEDY,TINTALA,Biblioteca Tintal,933.98,0,PARQUE VECINAL PRIMAVERA,415.7,1,0.32,,0.0,1.5,0.0,,0.05,3487.56,0.0
16350-M4574291,APARTAMENTO,VENTA,19.4,62.0,3.0,2.0,140000.0,0.0,CASTILLA MARSELLA,3,ENTRE 5 Y 10 ANOS,4.65,-74.14,USADO,,0,0,0,1,0,1,0,0,0,1,False,KENNEDY,CASTILLA REAL,Mandalay,1664.77,0,PARQUE VECINAL VILLA ALSACIA,362.08,1,0.31,,0.0,1.5,0.0,,0.05,1181.25,0.0
11203-M4042121,APARTAMENTO,VENTA,20.82,163.4,3.0,4.0,1195000.0,3.0,SANTA BARBARA,5,MAS DE 20 ANOS,4.7,-74.05,USADO,,0,1,0,0,1,0,0,0,0,1,False,USAQUEN,SANTA BARBARA OCCIDENTAL,Calle 127,286.43,1,PARQUE ZONAL ATABANZA,905.26,0,0.13,,1.0,0.75,0.0,,0.02,157.6,5.0
3222-M2415529,APARTAMENTO,VENTA,20.01,127.0,5.0,4.0,3921395.93,1.0,ANTONIO NARINO,3,ENTRE 5 Y 10 ANOS,4.58,-74.09,USADO,,0,0,0,0,0,0,0,0,0,0,False,ANTONIO NARINO,CIUDAD JARDIN DEL SUR,Ciudad Jardín - UAN,343.41,1,PARQUE ZONAL CIUDAD JARDIN,300.09,1,0.16,,0.2,1.25,0.0,,0.04,2229.5,0.0
2555-M4105856,APARTAMENTO,VENTA,20.13,145.0,2.0,3.0,930000.0,2.0,SANTA BARBARA,6,MAS DE 20 ANOS,4.7,-74.04,USADO,,0,1,0,0,0,1,0,0,0,1,False,USAQUEN,SANTA BARBARA CENTRAL III SECTOR,Pepe Sierra,2161.64,0,PARQUE METROPOLITANO EL COUNTRY,1009.02,0,0.14,,1.0,0.67,0.0,,0.01,423.78,1.0
668-M4569608,APARTAMENTO,VENTA,20.39,113.0,2.0,3.0,735000.0,2.0,COUNTRY,5,ENTRE 10 Y 20 ANOS,4.71,-74.03,USADO,,0,1,0,0,1,0,0,0,0,1,False,USAQUEN,BELLA SUIZA,Prado,2592.14,0,PARQUE METROPOLITANO EL COUNTRY,961.68,0,0.18,,1.0,0.67,0.0,,0.02,392.32,1.0
3147-M4514896,APARTAMENTO,VENTA,20.61,157.0,4.0,4.0,921000.0,2.0,SANTA BARBARA,6,MAS DE 20 ANOS,4.69,-74.05,USADO,,0,0,0,0,1,0,0,0,0,0,False,USAQUEN,SANTA BIBIANA,Calle 106,666.45,0,PARQUE VECINAL URBANIZACIÓN NORMANDIA I II II Y IV SECTOR,1372.52,0,0.13,,0.5,1.0,0.0,,0.03,525.45,0.0
2993-M3101813,APARTAMENTO,VENTA,21.02,160.0,3.0,5.0,1300000.0,3.0,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,4.7,-74.05,USADO,,1,0,0,0,1,0,0,0,0,1,False,USAQUEN,SANTA BARBARA OCCIDENTAL,Calle 127,871.08,0,PARQUE METROPOLITANO EL COUNTRY,875.28,0,0.13,,1.0,0.6,0.0,,0.02,515.55,0.0
2456-M2908016,APARTAMENTO,VENTA,20.91,202.0,3.0,5.0,600000.0,2.0,COLINA Y ALREDEDORES,5,ENTRE 5 Y 10 ANOS,4.74,-74.07,USADO,,1,1,0,1,1,1,1,0,0,1,False,SUBA,URB. COMPOSTELA,Gratamira,1563.39,0,PARQUE ZONAL EL TOMILLAR,874.99,0,0.1,,0.67,0.6,0.0,,0.01,568.55,0.0
3038-M3918718,APARTAMENTO,VENTA,19.86,94.0,3.0,2.0,270000.0,1.0,NIZA ALHAMBRA,4,ENTRE 10 Y 20 ANOS,4.71,-74.08,USADO,,0,1,0,0,1,1,0,0,0,1,True,SUBA,NIZA SUR,Humedal Córdoba,905.83,0,PARQUE METROPOLITANO CEFE COMETAS,866.68,0,0.21,,0.33,1.5,0.0,,0.03,1004.33,0.0
2456-M4086631,APARTAMENTO,VENTA,20.32,150.0,3.0,5.0,400000.0,2.0,COLINA Y ALREDEDORES,5,ENTRE 5 Y 10 ANOS,4.74,-74.06,USADO,,0,1,0,1,1,1,1,0,0,1,False,SUBA,URB. LA SIRENA,Mazurén,1704.02,0,PARQUE VECINAL DESARROLLO CANTALEJO URBANIZACIÓN CANTALEJO MANZANA B,800.56,0,0.14,,0.67,0.6,0.0,,0.02,763.3,0.0
2456-M4462272,APARTAMENTO,VENTA,20.51,142.0,3.0,4.0,650000.0,2.0,COLINA Y ALREDEDORES,4,ENTRE 10 Y 20 ANOS,4.72,-74.06,USADO,,0,1,0,1,1,1,1,0,0,1,False,SUBA,SAN RAFAEL NORTE,Alcalá,1002.06,0,PARQUE VECINAL PRADO PINZÓN,717.92,0,0.14,,0.67,0.75,0.0,,0.02,280.97,1.0
2359-M3316986,APARTAMENTO,VENTA,21.49,285.0,3.0,3.0,1500000.0,2.0,COUNTRY,6,ENTRE 5 Y 10 ANOS,4.71,-74.03,USADO,,1,0,0,0,0,1,0,0,0,1,False,USAQUEN,GINEBRA NORTE,Prado,2634.61,0,PARQUE METROPOLITANO EL COUNTRY,1230.35,0,0.08,,0.67,1.0,0.0,,0.01,336.68,1.0
359-M4466099,APARTAMENTO,VENTA,20.87,102.62,2.0,2.0,958000.0,2.0,SALITRE MODELIA,5,ENTRE 0 Y 5 ANOS,4.65,-74.11,USADO,,0,0,0,1,1,1,1,0,0,0,False,FONTIBON,CIUDAD SALITRE OCCIDENTAL,Salitre - El Greco,573.75,0,PARQUE ZONAL SAUZALITO,642.33,0,0.2,,1.0,1.0,0.0,,0.02,67.18,3.0
15936-M4548350,APARTAMENTO,VENTA,19.25,30.5,1.0,1.0,180000.0,0.0,CHAPINERO ALTO,4,ENTRE 0 Y 5 ANOS,4.64,-74.05,USADO,,0,0,0,1,1,1,0,0,0,1,False,CHAPINERO,LOS OLIVOS,Calle 63,1201.29,0,PARQUE ZONAL GUSTAVO URIBE BOTERO,743.42,0,0.63,,0.0,1.0,0.0,,0.03,868.33,0.0
14384-M4701274,APARTAMENTO,VENTA,21.22,203.0,3.0,3.0,10000.0,3.0,COUNTRY,6,ENTRE 10 Y 20 ANOS,4.71,-74.03,USADO,,0,0,0,0,1,1,0,0,0,1,False,USAQUEN,BOSQUES DE MEDINA,Prado,3073.7,0,PARQUE VECINAL NUEVA URBANIZACIÓN EL CEDRITO,1644.1,0,0.1,,1.0,1.0,0.0,,0.01,650.16,0.0
3604-M2621542,APARTAMENTO,VENTA,21.64,273.0,4.0,5.0,800000.0,3.0,SALITRE MODELIA,0,ENTRE 5 Y 10 ANOS,4.65,-74.11,USADO,,0,0,0,0,1,1,0,0,0,0,False,FONTIBON,CIUDAD SALITRE 3 A. ETAPA,El Tiempo - Maloka,771.29,0,PARQUE ZONAL SAUZALITO,398.58,1,0.08,,0.75,0.8,0.0,,0.01,187.62,3.0
2996-M4564364,APARTAMENTO,VENTA,20.7,187.0,3.0,4.0,786000.0,2.0,CERROS DE SUBA,6,ENTRE 10 Y 20 ANOS,4.73,-74.07,USADO,,0,1,0,1,0,1,0,0,0,0,False,SUBA,S.C. NIZA SUBA,Gratamira,257.38,1,PARQUE VECINAL AGRUPACIÓN DE VIVIENDA EN BALCON DE LINDARAJA,1258.75,0,0.11,,0.67,0.75,0.0,,0.02,1132.81,0.0
3553-M4553755,APARTAMENTO,VENTA,20.89,112.0,3.0,3.0,609000.0,2.0,CHAPINERO ALTO,4,ENTRE 10 Y 20 ANOS,4.64,-74.06,USADO,,0,1,0,1,1,1,0,0,0,1,False,CHAPINERO,PARDO RUBIO - ARBOS I,Marly,735.18,0,PARQUE ZONAL GUSTAVO URIBE BOTERO,1621.41,0,0.19,,0.67,1.0,0.0,,0.03,911.5,0.0
14384-M4701393,APARTAMENTO,VENTA,19.66,76.0,2.0,2.0,389000.0,1.0,COLINA Y ALREDEDORES,5,ENTRE 10 Y 20 ANOS,4.75,-74.06,USADO,,0,0,0,0,1,1,0,0,0,1,False,SUBA,BRITALIA SAN DIEGO,Toberin - Foundever,1217.28,0,PARQUE VECINAL DESARROLLO CANTALEJO URBANIZACIÓN CANTALEJO MANZANA B,605.76,0,0.26,,0.5,1.0,0.0,,0.03,1939.34,0.0
15936-M4294325,APARTAMENTO,VENTA,20.4,125.0,3.0,3.0,530000.0,2.0,COLINA Y ALREDEDORES,5,REMODELADO,4.73,-74.06,USADO,,0,1,0,1,1,1,0,0,0,1,False,SUBA,SANTA HELENA - PUERTA DE HIERRO LAS ACACIAS,Gratamira,1243.72,0,PARQUE VECINAL PRADO PINZÓN,1087.92,0,0.16,,0.67,1.0,0.0,,0.02,174.24,1.0
5395-M4417561,APARTAMENTO,VENTA,20.86,140.0,3.0,4.0,890000.0,2.0,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,4.69,-74.05,USADO,,0,1,0,1,1,0,0,0,0,1,False,USAQUEN,SAN PATRICIO,Calle 106,1108.55,0,PARQUE METROPOLITANO EL COUNTRY,1720.64,0,0.15,,0.67,0.75,0.0,,0.02,335.93,1.0
3894-M2192167,APARTAMENTO,VENTA,20.2,93.0,2.0,2.0,463000.0,1.0,CHICO,6,MAS DE 20 ANOS,4.68,-74.05,USADO,,0,0,0,0,1,0,0,0,0,1,False,CHAPINERO,S.C. CHICO NORTE,Calle 100 - Marketmedios,696.97,0,PARQUE VECINAL URBANIZACIÓN NORMANDIA I II II Y IV SECTOR,750.93,0,0.22,,0.5,1.0,0.0,,0.02,179.72,3.0
15942-M4515269,APARTAMENTO,VENTA,21.05,220.0,3.0,5.0,1400000.0,3.0,CHICO,6,MAS DE 20 ANOS,4.66,-74.05,USADO,,0,1,0,0,1,0,0,0,0,1,False,CHAPINERO,LOS ROSALES,Calle 72,1626.9,0,PARQUE ZONAL GUSTAVO URIBE BOTERO,816.5,0,0.1,,1.0,0.6,0.0,,0.01,877.21,0.0
3894-M4133448,APARTAMENTO,VENTA,19.86,80.0,4.0,2.0,50000.0,1.0,CASTILLA MARSELLA,3,MAS DE 20 ANOS,4.63,-74.15,USADO,,0,0,0,0,0,0,0,0,0,1,False,KENNEDY,URB. CATALINA,Transversal 86,334.35,1,PARQUE ZONAL CASTILLA,1149.74,0,0.25,,0.25,2.0,0.0,,0.05,2232.44,0.0
15573-M4417322,APARTAMENTO,VENTA,21.49,180.0,3.0,5.0,1500000.0,2.0,CHICO,6,ENTRE 10 Y 20 ANOS,4.66,-74.05,USADO,,0,1,0,1,1,1,0,0,0,1,False,CHAPINERO,LOS ROSALES,Calle 76 - San Felipe,1591.81,0,PARQUE ZONAL SAN ANDRÉS,785.57,0,0.12,,0.67,0.6,0.0,,0.02,958.07,0.0
2748-M2644644,APARTAMENTO,VENTA,20.44,105.0,3.0,2.0,480000.0,2.0,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,4.7,-74.04,USADO,,0,1,0,0,1,1,0,0,0,1,False,USAQUEN,SANTA BARBARA CENTRAL III SECTOR,Pepe Sierra,2188.23,0,PARQUE METROPOLITANO EL COUNTRY,924.39,0,0.19,,0.67,1.5,0.0,,0.03,380.19,1.0
2748-M4460335,APARTAMENTO,VENTA,21.42,287.0,3.0,4.0,1700000.0,3.0,CHICO,6,MAS DE 20 ANOS,4.66,-74.05,USADO,,0,1,0,0,1,0,0,0,0,1,False,CHAPINERO,LOS ROSALES,Calle 72,1374.09,0,PARQUE ZONAL SAN ANDRÉS,844.48,0,0.07,,1.0,0.75,0.0,,0.01,642.2,0.0
10046-M4689285,APARTAMENTO,VENTA,19.97,119.0,3.0,3.0,680000.0,1.0,NIZA ALHAMBRA,5,MAS DE 20 ANOS,4.69,-74.06,USADO,,0,1,0,0,1,1,0,0,0,1,False,SUBA,ESTORIL - CONJUNTO RESIDENCIAL TERUEL,Suba - Calle 95,556.53,0,PARQUE VECINAL URBANIZACIÓN NORMANDIA I II II Y IV SECTOR,1316.11,0,0.17,,0.33,1.0,0.0,,0.03,432.67,1.0
12933-M4731085,APARTAMENTO,VENTA,20.18,72.0,3.0,2.0,200000.0,1.0,SALITRE MODELIA,4,ENTRE 5 Y 10 ANOS,4.66,-74.12,USADO,,0,0,0,1,1,1,1,0,0,0,False,FONTIBON,LA ESPERANZA_,AV. Rojas,1273.09,0,PARQUE VECINAL CARLOS LLERAS (EL FUEGO),541.44,0,0.28,,0.33,1.5,0.0,,0.04,735.31,0.0
675-M2344382,APARTAMENTO,VENTA,21.13,260.0,4.0,5.0,1800000.0,3.0,CHICO,6,MAS DE 20 ANOS,4.68,-74.04,USADO,,0,1,0,1,1,1,0,0,0,1,False,CHAPINERO,SIERRAS DEL CHICO,Calle 100 - Marketmedios,2246.46,0,PARQUE VECINAL URBANIZACIÓN LA CABRERA,1691.13,0,0.08,,0.75,0.8,0.0,,0.02,373.23,1.0
156-M3767776,APARTAMENTO,VENTA,20.29,106.0,3.0,2.0,450000.0,2.0,CEDRITOS,4,ENTRE 5 Y 10 ANOS,4.72,-74.04,USADO,,0,1,0,0,1,1,0,0,0,1,False,USAQUEN,CEDRITOS,Alcalá,1378.17,0,PARQUE VECINAL NUEVA URBANIZACIÓN EL CEDRITO,635.28,0,0.19,,0.67,1.5,0.0,,0.03,287.16,1.0
14264-M4333555,APARTAMENTO,VENTA,21.19,298.0,4.0,4.0,1443400.0,2.0,COLINA Y ALREDEDORES,4,MAS DE 20 ANOS,4.72,-74.07,USADO,,0,0,0,0,0,1,0,0,0,0,False,SUBA,S.C. CIUDAD JARDIN NORTE,Suba - AV. Boyacá,231.41,1,PARQUE VECINAL AGRUPACIÓN DE VIVIENDA EN BALCON DE LINDARAJA,1129.47,0,0.07,,0.5,1.0,0.0,,0.01,1138.45,0.0
13674-M3156766,APARTAMENTO,VENTA,21.21,143.21,3.0,4.0,3921395.93,2.0,SANTA BARBARA,5,ENTRE 0 Y 5 ANOS,4.7,-74.05,USADO,,0,1,0,0,1,0,0,0,0,0,False,USAQUEN,SANTA BARBARA OCCIDENTAL,Pepe Sierra,411.05,1,PARQUE ZONAL ATABANZA,1330.88,0,0.15,,0.67,0.75,0.0,,0.02,384.81,2.0
898-M4064979,APARTAMENTO,VENTA,20.61,181.25,3.0,4.0,723000.0,1.0,CHAPINERO ALTO,4,MAS DE 20 ANOS,4.65,-74.06,USADO,,0,1,0,0,1,0,0,0,0,1,False,CHAPINERO,S.C. GRANADA,Flores – Areandina,966.0,0,PARQUE ZONAL GUSTAVO URIBE BOTERO,383.75,1,0.11,,0.33,0.75,0.0,,0.02,212.29,1.0
2359-M4677932,APARTAMENTO,VENTA,19.97,121.0,3.0,3.0,906000.0,2.0,NIZA ALHAMBRA,5,ENTRE 10 Y 20 ANOS,4.7,-74.06,USADO,,0,1,0,0,1,0,0,0,0,0,False,SUBA,EL BATAN,Calle 127,228.07,1,PARQUE ZONAL ATABANZA,754.62,0,0.17,,0.67,1.0,0.0,,0.02,376.09,3.0
11676-M4678776,APARTAMENTO,VENTA,20.44,84.0,2.0,3.0,917190.0,2.0,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,4.69,-74.05,USADO,,0,0,0,1,1,0,0,0,0,1,False,USAQUEN,SANTA BIBIANA,Calle 100 - Marketmedios,930.36,0,PARQUE VECINAL URBANIZACIÓN NORMANDIA I II II Y IV SECTOR,1416.48,0,0.24,,1.0,0.67,0.0,,0.02,288.94,2.0
16350-M4582965,APARTAMENTO,VENTA,19.64,60.0,3.0,2.0,428000.0,1.0,SANTA BARBARA,4,MAS DE 20 ANOS,4.7,-74.03,USADO,,0,1,0,1,1,1,0,0,0,1,False,USAQUEN,DELICIAS DEL CARMEN,Calle 127,3178.43,0,PARQUE METROPOLITANO EL COUNTRY,1435.54,0,0.33,,0.33,1.5,0.0,,0.05,991.58,0.0
11203-M3339691,APARTAMENTO,VENTA,20.55,123.0,3.0,4.0,1183000.0,2.0,CHICO,6,ENTRE 10 Y 20 ANOS,4.68,-74.05,USADO,,0,0,0,0,1,0,0,0,0,1,False,CHAPINERO,S.C. CHICO NORTE III SECTOR,Calle 100 - Marketmedios,343.65,1,PARQUE VECINAL URBANIZACIÓN NORMANDIA I II II Y IV SECTOR,880.23,0,0.17,,0.67,0.75,0.0,,0.02,374.44,2.0
2996-M4121578,APARTAMENTO,VENTA,19.79,76.0,3.0,2.0,420000.0,1.0,CEDRITOS,4,MAS DE 20 ANOS,4.72,-74.04,USADO,,0,0,0,0,1,1,0,0,0,0,False,USAQUEN,ACACIAS USAQUEN,Calle 142,1485.06,0,PARQUE VECINAL NUEVA URBANIZACIÓN EL CEDRITO,438.97,1,0.26,,0.33,1.5,0.0,,0.04,452.3,1.0
4969-M4568534,APARTAMENTO,VENTA,19.34,71.0,3.0,2.0,300000.0,1.0,COLINA Y ALREDEDORES,4,MAS DE 20 ANOS,4.73,-74.05,USADO,,0,0,0,0,0,0,0,0,0,0,False,SUBA,LA VICTORIA NORTE,Mazurén,484.52,1,PARQUE VECINAL URBANIZACIÓN LA LAGUNA,112.93,1,0.27,,0.33,1.5,0.0,,0.04,1436.43,0.0
12494-M4436817,APARTAMENTO,VENTA,21.79,220.0,3.0,5.0,900000.0,3.0,CHICO,6,ENTRE 5 Y 10 ANOS,4.68,-74.04,USADO,,0,0,0,1,1,1,0,0,0,1,False,CHAPINERO,CHICO RESERVADO,Calle 100 - Marketmedios,1758.78,0,PARQUE VECINAL URBANIZACIÓN LA CABRERA,1145.8,0,0.1,,1.0,0.6,0.0,,0.01,456.63,2.0
10082-M4456412,APARTAMENTO,VENTA,20.66,125.0,3.0,4.0,1397000.0,2.0,SANTA BARBARA,5,ENTRE 5 Y 10 ANOS,4.69,-74.05,USADO,,0,0,0,0,1,0,0,0,0,1,False,USAQUEN,RINCON DEL CHICO,Calle 106,1271.21,0,PARQUE VECINAL URBANIZACIÓN NORMANDIA I II II Y IV SECTOR,1862.54,0,0.17,,0.67,0.75,0.0,,0.02,568.23,0.0
465-M4465601,APARTAMENTO,VENTA,20.13,78.0,2.0,2.0,460000.0,2.0,CEDRITOS,4,ENTRE 5 Y 10 ANOS,4.73,-74.04,USADO,,0,0,0,1,1,1,1,0,0,1,False,USAQUEN,LOS CEDRITOS,Calle 142,872.13,0,PARQUE VECINAL NUEVA URBANIZACIÓN EL CEDRITO,1082.88,0,0.26,,1.0,1.0,0.0,,0.03,856.05,0.0
2456-M4462252,APARTAMENTO,VENTA,20.51,142.0,3.0,4.0,650000.0,2.0,COLINA Y ALREDEDORES,4,ENTRE 10 Y 20 ANOS,4.72,-74.06,USADO,,1,1,0,1,1,1,1,0,0,1,False,SUBA,SAN RAFAEL NORTE,Alcalá,1002.06,0,PARQUE VECINAL PRADO PINZÓN,717.92,0,0.14,,0.67,0.75,0.0,,0.02,280.97,1.0
12617-M4031463,APARTAMENTO,VENTA,20.68,197.0,3.0,3.0,1096000.0,2.0,CHICO,6,MAS DE 20 ANOS,4.68,-74.05,USADO,,0,1,0,0,1,0,0,0,0,1,False,CHAPINERO,S.C. CHICO NORTE,Virrey,1252.35,0,PARQUE ZONAL CANAL EL VIRREY EL CHICO,833.08,0,0.1,,0.67,1.0,0.0,,0.02,134.82,2.0
2238-M3068438,APARTAMENTO,VENTA,20.82,145.0,3.0,4.0,685000.0,2.0,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,4.7,-74.04,USADO,,0,1,0,1,1,0,0,0,0,1,False,USAQUEN,SANTA BARBARA OCCIDENTAL,Calle 127,1077.27,0,PARQUE METROPOLITANO EL COUNTRY,669.11,0,0.14,,0.67,0.75,0.0,,0.02,318.23,1.0
15573-M4417332,APARTAMENTO,VENTA,19.32,54.0,3.0,3.0,168000.0,1.0,ALTOS DE SUBA Y CERROS DE SAN JORGE,3,MAS DE 20 ANOS,4.75,-74.09,USADO,,0,0,0,0,1,1,0,0,0,1,False,SUBA,URB. EL ALCAZAR DE SUBA,La Campiña,645.92,0,PARQUE VECINAL URBANIZACIÓN VALLE DE REFOUS,388.85,1,0.36,,0.33,1.0,0.0,,0.06,913.27,0.0
14121-M4560929,APARTAMENTO,VENTA,19.54,44.97,1.0,2.0,316400.0,1.0,CHAPINERO ALTO,3,ENTRE 5 Y 10 ANOS,4.65,-74.06,USADO,,0,0,0,1,1,1,0,0,0,1,False,CHAPINERO,S.C. CHAPINERO CENTRAL,Calle 63,399.38,1,PARQUE ZONAL GUSTAVO URIBE BOTERO,1278.88,0,0.43,,1.0,0.5,0.0,,0.02,842.37,0.0
164-M4099358,APARTAMENTO,VENTA,20.21,108.81,3.0,3.0,330000.0,1.0,CHAPINERO ALTO,4,ENTRE 5 Y 10 ANOS,4.65,-74.06,USADO,,0,0,0,0,0,0,0,0,0,0,False,CHAPINERO,S.C. CHAPINERO NORTE,Flores – Areandina,414.13,1,PARQUE ZONAL GUSTAVO URIBE BOTERO,1019.44,0,0.19,,0.33,1.0,0.0,,0.03,208.72,1.0
523-M2909923,APARTAMENTO,VENTA,21.64,171.0,3.0,4.0,1400000.0,3.0,CHICO,6,ENTRE 0 Y 5 ANOS,4.67,-74.04,USADO,,0,0,0,1,1,1,0,0,0,1,False,CHAPINERO,S.C. EL CHICO,Calle 85,1679.15,0,PARQUE VECINAL URBANIZACIÓN LA CABRERA,631.69,0,0.13,,1.0,0.75,0.0,,0.02,571.82,0.0
800-M4027212,APARTAMENTO,VENTA,20.56,164.0,3.0,3.0,968000.0,2.0,COUNTRY,6,MAS DE 20 ANOS,4.71,-74.04,USADO,,0,1,0,0,0,1,0,0,0,1,False,USAQUEN,LA_CAROLINA,Calle 127,1385.37,0,PARQUE METROPOLITANO EL COUNTRY,395.35,1,0.13,,0.67,1.0,0.0,,0.02,321.07,1.0
3340-M4089412,APARTAMENTO,VENTA,21.19,228.0,3.0,3.0,1900000.0,4.0,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,4.69,-74.04,USADO,,0,0,0,1,1,0,0,0,0,1,False,USAQUEN,SANTA BARBARA CENTRAL I Y II,Pepe Sierra,1700.92,0,PARQUE METROPOLITANO EL COUNTRY,1183.03,0,0.09,,1.33,1.0,0.0,,0.01,529.8,0.0
5044-M2384387,APARTAMENTO,VENTA,21.28,182.0,3.0,5.0,850000.0,2.0,SANTA BARBARA,5,ENTRE 5 Y 10 ANOS,4.7,-74.03,USADO,,1,0,0,1,0,1,1,0,0,0,False,USAQUEN,BELLA SUIZA,Calle 127,2778.68,0,PARQUE METROPOLITANO EL COUNTRY,1035.71,0,0.12,,0.67,0.6,0.0,,0.02,758.91,0.0
3252-M2787284,APARTAMENTO,VENTA,20.99,174.0,3.0,3.0,820000.0,2.0,CHAPINERO ALTO,6,ENTRE 5 Y 10 ANOS,4.65,-74.05,USADO,,0,0,0,0,1,0,0,0,0,1,False,CHAPINERO,S.C. LAS ACACIAS,Calle 63,1390.05,0,PARQUE ZONAL GUSTAVO URIBE BOTERO,257.44,1,0.12,,0.67,1.0,0.0,,0.02,589.17,0.0
3774-M3067803,APARTAMENTO,VENTA,21.16,191.0,3.0,4.0,938000.0,2.0,CEDRITOS,6,ENTRE 10 Y 20 ANOS,4.72,-74.03,USADO,,0,1,0,1,1,1,0,0,0,1,False,USAQUEN,SIERRAS DEL MORAL,Calle 142,2924.23,0,PARQUE VECINAL NUEVA URBANIZACIÓN EL CEDRITO,1017.34,0,0.11,,0.67,0.75,0.0,,0.02,674.74,0.0
44-M3204307,APARTAMENTO,VENTA,20.79,194.0,4.0,4.0,840500.0,4.0,COUNTRY,5,MAS DE 20 ANOS,4.72,-74.05,USADO,,0,1,0,1,1,1,0,0,0,0,False,USAQUEN,URB. SANTACOLOMA,Prado,215.51,1,PARQUE ZONAL ATABANZA,1063.55,0,0.11,,1.0,1.0,0.0,,0.02,695.6,0.0
